name,winery,variety,region,country,vintage,rating,price,type,body,acidity,food_pairings
Frisante Rosé Suave Moscato,Monte Paschoal,Muscat/Moscato,Serra Gaúcha,Brazil,,4.09,,Sparkling,Light-bodied,Low,"['Pork', 'Rich Fish', 'Shellfish']"
Gran Reserva Safra Histórica Merlot,Enos,Merlot,Serra Gaúcha,Brazil,,4.07,,Red,Full-bodied,Low,"['Beef', 'Lamb', 'Veal']"
Black Edition Blanc de Blancs Extra Brut,Casa Perini,Chardonnay,Serra Gaúcha,Brazil,,4.04,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Ice Wine,Vinícola Pericó,Cabernet Sauvignon,Planalto Catarinense,Brazil,,4.15,,Dessert,Medium-bodied,High,"['Beef', 'Lamb', 'Spicy Food', 'Poultry']"
Corte Bordalês,Almaúnica,Merlot,Vale dos Vinhedos,Brazil,,4.4,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cave Blanc de Noir 36 Meses,Luiz Argenta,Pinot Noir,Serra Gaúcha,Brazil,,4.12,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Premium Cabernet Sauvignon,Batalha,Cabernet Sauvignon,Campanha Gaúcha,Brazil,,4.19,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Gioia Merlot,Aurora,Merlot,Vale dos Vinhedos,Brazil,,4.09,,Red,Full-bodied,Low,"['Beef', 'Lamb', 'Veal']"
Clássico Syrah,Terra Nossa,Syrah/Shiraz,São Paulo,Brazil,,4.51,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Brut Extra,CHANDON Argentina,Chardonnay,Mendoza,Argentina,,3.73,,Sparkling,Medium-bodied,High,"['Rich Fish', 'Shellfish', 'Mild Cheese']"
Segredos da Adega Corte A Gran Reserva,Casa Marques Pereira,Merlot,Vale dos Vinhedos,Brazil,,4.26,,Red,Medium-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Poultry']"
Primeira Estrada Gran Reserva Syrah,Vinicola Estrada Real,Syrah/Shiraz,Minas Gerais,Brazil,,4.14,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Philippe Dumont Champagne Brut Réserve Premier Cru,Cave Geisse,Chardonnay,Champagne Premier Cru,France,,4.28,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']"
Mistela Moscato,Aurora,Muscat/Moscato,Serra Gaúcha,Brazil,,4.01,,Dessert,Full-bodied,High,['Sweet Dessert']
Nature Chardonnay-Pinot Noir,Villaggio Grando,Pinot Noir,Santa Catarina,Brazil,,4.02,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Valmarino & Churchill Prestige Brut Nature,Valmarino,Chardonnay,Serra Gaúcha,Brazil,,4.19,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Fortunata Raggio Montepulciano-Cabernet Sauvignon,Serra do Sol,Cabernet Sauvignon,Planalto Catarinense,Brazil,,4.04,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Moscatel Espumante,Dal Pizzol,Muscat/Moscato Bianco,Serra Gaúcha,Brazil,,4.05,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Perfetto Ancellotta,Torcello,Ancellotta,Vale dos Vinhedos,Brazil,,4.12,,Red,Medium-bodied,Medium,"['Beef', 'Barbecue', 'Codfish', 'Pasta', 'Pizza', 'Cheese']"
45 Anos,Dal Pizzol,Marselan,Serra Gaúcha,Brazil,,4.09,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Mushrooms']"
Colheita de Inverno Gran Reserva Cabernet Franc,Casa Geraldo,Cabernet Franc,Minas Gerais,Brazil,,4.14,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
Zelindo Lote II,Vinícola Suzin,Malbec,Planalto Catarinense,Brazil,,4.18,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Soft Cheese']"
Moscatel Rosé,Amitié Espumantes e Vinhos,Muscat/Moscato,Serra Gaúcha,Brazil,,4.01,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Select Cabernet Franc,Castellamare,Cabernet Franc,Serra Gaúcha,Brazil,,4.15,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
Cave Chardonnay 8 Anos,Luiz Argenta,Chardonnay,Serra Gaúcha,Brazil,,4.0,,Dessert,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Cave Sauvignon Blanc,Luiz Argenta,Sauvignon Blanc,Serra Gaúcha,Brazil,,4.11,,Sparkling,Medium-bodied,High,"['Rich Fish', 'Shellfish', 'Vegetarian']"
Brasil Cabernet Sauvignon,Casa Valduga,Cabernet Sauvignon,Serra Gaúcha,Brazil,,4.08,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Syrah,Guaspari,Syrah/Shiraz,São Paulo,Brazil,,4.38,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Réserva Tannat,Jolimont,Tannat,Serra Gaúcha,Brazil,,4.02,,Red,Medium-bodied,Medium,['Beef']
Edição Limitada Cabernet Sauvignon-Carmenere,Fogo de Chão,Cabernet Sauvignon,Colchagua Valley,Chile,,3.98,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Poultry']"
Amarone della Valpolicella Classico,RAR,Corvina,Amarone della Valpolicella Classico,Italy,,4.65,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Blue Cheese']"
Monte Alegre dos Campos Sauvignon Blanc,Atelier Tormentas,Sauvignon Blanc,Campos de Cima da Serra,Brazil,,4.21,,White,Medium-bodied,High,"['Rich Fish', 'Shellfish', 'Vegetarian']"
4O Merlot Bontempo,Luiz Argenta,Merlot,Serra Gaúcha,Brazil,,4.21,,Red,Full-bodied,Low,"['Beef', 'Lamb', 'Veal']"
Edição do Enólogo Red Blend,Dom Bernardo,Merlot,Rio Grande do Sul,Brazil,,4.35,,Red,Full-bodied,Low,"['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Extra Brut Rosé Pinot Noir,Estrelas do Brasil,Pinot Noir,Rio Grande do Sul,Brazil,,4.0,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Cuvée Historique,Maison Dachery,Cabernet Sauvignon,Serra Gaúcha,Brazil,,4.15,,Red,Medium-bodied,High,"['Beef', 'Lamb', 'Spicy Food', 'Poultry']"
Crudo Nero di Bianca,Casa Perini,Merlot,Serra Gaúcha,Brazil,,4.08,,Red,Medium-bodied,Medium,"['Beef', 'Game Meat', 'Sweet Dessert']"
Valmarino & Churchill Tradicional Natural Extra Brut,Valmarino,Chardonnay,Serra Gaúcha,Brazil,,4.12,,Sparkling,Medium-bodied,High,"['Poultry', 'Shellfish', 'Risotto', 'Maturated Cheese']"
Millésime,Maison Dachery,Cabernet Sauvignon,Serra Gaúcha,Brazil,,4.09,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Nature Rosè Pinot Noir,Estrelas do Brasil,Pinot Noir,Rio Grande do Sul,Brazil,,4.17,,Sparkling,Light-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Meninas do Vinhedo Tinto,Cárdenas,Merlot,Serra do Sudeste,Brazil,,4.08,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Lotus Moscatel Espumante,Vinícola Weber,Muscat/Moscato,Rio Grande do Sul,Brazil,,4.08,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Quinta do Herval Cabernet Sauvignon,Vinícola Don Basilio,Cabernet Sauvignon,Rio Grande do Sul,Brazil,,4.27,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Cave Gewürztraminer,Luiz Argenta,Gewürztraminer,Serra Gaúcha,Brazil,,4.04,,White,Medium-bodied,Medium,"['Rich Fish', 'Spicy Food', 'Sweet Dessert', 'Poultry', 'Soft Cheese']"
Juju Vinho Rose Seco,Arteviva,Marselan,Serra Gaúcha,Brazil,,4.0,,Sparkling,Full-bodied,Medium,"['Fish', 'Chicken', 'Barbecue', 'Pasta', 'Maturated Cheese']"
Anccelotta,Casa Postal,Ancellotta,Rio Grande do Sul,Brazil,,4.08,,Red,Medium-bodied,Medium,"['Beef', 'Barbecue', 'Codfish', 'Pasta', 'Pizza', 'Cheese']"
História Chardonnay-Viognier,Adega do Chamon,Chardonnay,Rio Grande do Sul,Brazil,,4.0,,White,Light-bodied,Medium,"['Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Poultry', 'Soft Cheese']"
Pinot Noir,Villaggio Grando,Pinot Noir,Santa Catarina,Brazil,,4.2,,Red,Full-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Gioia Sur Lie Espumante Nature Branco,Aurora,Chardonnay,Serra Gaúcha,Brazil,,4.22,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Gran Reserva dos Amigos Merlot,Terragnolo,Merlot,Vale dos Vinhedos,Brazil,,4.4,,Red,Full-bodied,Low,"['Beef', 'Lamb', 'Veal']"
Mion Espumante Artesanal Extra Brut,Casa Fontanari,Trebbiano Toscano,Rio Grande do Sul,Brazil,,4.17,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Malvasia De Candia,Sui Generis Brasilis,Malvasia,Serra Gaúcha,Brazil,,4.0,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Appetizer', 'Snack']"
Moscatel Espumante,Vinicola Salvati & Sirena,Muscat/Moscato,Serra Gaúcha,Brazil,,4.44,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Reserva Tannat,Adega Tradição,Tannat,Serra Gaúcha,Brazil,,4.5,,Red,Full-bodied,High,['Beef']
4C Bontempo Espumante Natural Brut Rosê,Luiz Argenta,Syrah/Shiraz,Serra Gaúcha,Brazil,,4.5,,Sparkling,Medium-bodied,High,"['Appetizer', 'Snack', 'Rich Fish', 'Sushi', 'Sashimi', 'Soufflé', 'Fruit']"
Cabernet Franc,Cão Perdigueiro,Cabernet Franc,Serra do Sudeste,Brazil,,4.0,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
Quinta do Herval Pinot Noir Rosé Brut,Vinícola Don Basilio,Pinot Noir,Rio Grande do Sul,Brazil,,4.33,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Tannat-Ancellotta,Bettú,Tannat,Rio Grande do Sul,Brazil,,4.5,,Red,Very full-bodied,High,['Beef']
Serinna Sauvignon Blanc,Casa Perini,Sauvignon Blanc,Serra Gaúcha,Brazil,,4.1,,White,Medium-bodied,High,"['Rich Fish', 'Shellfish', 'Vegetarian']"
Brazilian Brut,Dom Maria,Chardonnay,Vale dos Vinhedos,Brazil,,4.0,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Gran Reserva Cabernet Franc,Vista Alegre,Cabernet Franc,Serra Gaúcha,Brazil,,4.3,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Sincronia Moscatel Espumante Branco,Franco Italiano,Muscat/Moscato,Serra Gaúcha,Brazil,,4.2,,Sparkling,Medium-bodied,High,"['Salad', 'Rich Fish', 'Shellfish']"
Guapore Serra Gaucha Vinho Tinto Seco Fino Cabernet Sauvignon,Scalco,Cabernet Sauvignon,Serra Gaúcha,Brazil,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Quinta do Herval Blanc de Blancs Espumante Natural Branco Brut,Vinícola Don Basilio,Riesling,Rio Grande do Sul,Brazil,,4.1,,Sparkling,Medium-bodied,High,"['Pork', 'Rich Fish', 'Shellfish']"
Reserva Tannat,Bella Terra,Tannat,Serra Gaúcha,Brazil,,4.3,,Red,Full-bodied,Medium,['Beef']
Vinummundi,Dal Pizzol,Parellada,Serra Gaúcha,Brazil,,4.3,,Red,Medium-bodied,High,"['Beef', 'Spicy Food']"
Passito de Gewürztraminer,Luiz Argenta,Gewürztraminer,Serra Gaúcha,Brazil,,4.0,,Dessert,Medium-bodied,High,"['Rich Fish', 'Spicy Food', 'Sweet Dessert', 'Poultry', 'Soft Cheese']"
Bordô Suave Tinto,Zanotto,Bordô,Serra Gaúcha,Brazil,,4.1,,Red,Medium-bodied,Medium,"['Beef', 'Pizza', 'Risotto', 'Pasta', 'Maturated Cheese']"
Esporão Reserva Tinto,Esporão,Alicante Bouschet,Alentejo,Portugal,,4.21,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Évora Colheita Tinto,Cartuxa,Alicante Bouschet,Evora,Portugal,,4.35,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Alvarinho,Soalheiro,Alvarinho,Monção e Melgaço,Portugal,,4.15,,White,Very light-bodied,High,"['Shellfish', 'Vegetarian', 'Appetizer', 'Snack']"
Pêra-Manca Branco,Cartuxa,Antão Vaz,Evora,Portugal,,4.63,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Reserva Vinhas Velhas,Quinta do Crasto,Syrah/Shiraz,Douro,Portugal,,4.42,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Península de Setúbal Quinta da Bacalhôa Cabernet Sauvignon,Bacalhôa,Cabernet Sauvignon,Setúbal,Portugal,,4.26,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Pêra-Manca Tinto,Cartuxa,Tempranillo,Evora,Portugal,,4.78,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Évora Colheita Branco,Cartuxa,Antão Vaz,Evora,Portugal,,4.23,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Meandro Douro Tinto,Quinta do Vale Meão,Touriga Nacional,Douro,Portugal,,4.1,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Alentejano Tinto,Herdade dos Grous,Syrah/Shiraz,Alentejano,Portugal,,4.04,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Esporão Reserva Branco,Esporão,Antão Vaz,Alentejano,Portugal,,4.14,,White,Medium-bodied,High,"['Pasta', 'Chicken', 'Seafood', 'Lean Fish']"
Crasto Superior Red,Quinta do Crasto,Touriga Franca,Douro,Portugal,,4.1,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Évora Reserva Tinto,Cartuxa,Alicante Bouschet,Evora,Portugal,,4.44,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Late Bottled Vintage Port,W. & J. Graham's,Touriga Franca,Porto,Portugal,,4.09,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Soft Cheese']"
Post Scriptum (de Chryseia) Douro,Prats & Symington (P+S),Touriga Nacional,Douro,Portugal,,4.12,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Barca Velha Douro,Casa Ferreirinha,Touriga Nacional,Douro,Portugal,,4.81,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Chryseia Douro,Prats & Symington (P+S),Touriga Nacional,Douro,Portugal,,4.54,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Late Bottled Vintage Port,Taylor's,Touriga Nacional,Porto,Portugal,,4.0,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Esporão Private Selection Tinto,Esporão,Alicante Bouschet,Alentejano,Portugal,,4.36,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Callabriga Douro,Casa Ferreirinha,Touriga Nacional,Douro,Portugal,,4.22,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Douro,Roquette & Cazes,Touriga Nacional,Douro,Portugal,,4.24,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Alicante Bouschet,Aluado,Alicante Bouschet,Lisboa,Portugal,,4.06,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Dona Ermelinda Reserva Palmela,Casa Ermelinda Freitas,Cabernet Sauvignon,Palmela,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Quinta da Leda Douro,Casa Ferreirinha,Touriga Nacional,Douro,Portugal,,4.49,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Signature Tinto,Coutada Velha,Trincadeira,Alentejano,Portugal,,4.08,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
10 Year Old Tawny Port,W. & J. Graham's,Touriga Nacional,Porto,Portugal,,4.14,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Douro Tinto (Colheita Unoaked),Quinta Nova de Nossa Senhora do Carmo,Touriga Nacional,Douro,Portugal,,4.12,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Colheita Port,Kopke,Touriga Franca,Porto,Portugal,,4.47,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Foral de Évora Colheita Tinto,Cartuxa,Alicante Bouschet,Evora,Portugal,,4.07,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Reserva (Field Blend),Quinta do Vallado,Sousão,Douro,Portugal,,4.28,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Touriga Nacional,Quinta do Vallado,Touriga Nacional,Douro,Portugal,,4.11,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Tinto,Quinta do Carmo,Aragonez,Alentejano,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Tinto,Mouchão,Alicante Bouschet,Alentejo,Portugal,,4.37,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Reserva Duas Quintas Tinto,Ramos Pinto,Touriga Nacional,Douro,Portugal,,4.24,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Douro,Quinta do Vale Meão,Touriga Nacional,Douro,Portugal,,4.68,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Garrafeira dos Sócios Tinto,Reguengos,Aragonez,Reguengos,Portugal,,4.24,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
10 Year Old Tawny Port,Taylor's,Tinta Roriz,Porto,Portugal,,4.05,,Dessert/Port,Very full-bodied,High,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Barbecue']"
Lobo e Falcão Wolf & Falcon Tinto,Casal Branco,Cabernet Sauvignon,Tejo,Portugal,,4.08,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
TN Touriga Nacional,Quinta Nova de Nossa Senhora do Carmo,Touriga Nacional,Douro,Portugal,,4.16,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
20 Year Old Tawny Port,W. & J. Graham's,Touriga Nacional,Porto,Portugal,,4.38,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Douro Reserva Vinhas Velhas,Pacheca,Touriga Nacional,Douro,Portugal,,4.16,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Alentejano Reserva Poli Phonia Tinto,Monte dos Perdigoes,Syrah/Shiraz,Alentejano,Portugal,,4.12,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Dão Reserva,Casa de Santar,Touriga Nacional,Dão,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Alvarinho Vinho Verde,Palacio da Brejoeira,Alvarinho,Vinho Verde,Portugal,,4.32,,White,Very light-bodied,High,"['Shellfish', 'Vegetarian', 'Appetizer', 'Snack']"
Grainha Reserva,Quinta Nova de Nossa Senhora do Carmo,Touriga Nacional,Douro,Portugal,,4.13,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Late Bottled Vintage Port,Dow's,Touriga Franca,Porto,Portugal,,4.04,,Dessert/Port,Very full-bodied,High,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Barbecue', 'Maturated Cheese']"
Pombal do Vesuvio Douro,Quinta do Vesuvio,Touriga Nacional,Douro,Portugal,,4.06,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Reserva Especial Douro,Casa Ferreirinha,Cabernet Sauvignon,Douro,Portugal,,4.72,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Cem Reis Reserva Syrah,Herdade da Maroteira,Syrah/Shiraz,Alentejano,Portugal,,4.61,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Reserva Tinto,Tapada do Chaves,Aragonez,Portalegre,Portugal,,4.24,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Tinto,Cortes de Cima,Syrah/Shiraz,Alentejano,Portugal,,4.08,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Reserva,Pêra Grave,Aragonez,Alentejano,Portugal,,4.33,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Dez Tostões Tinto,Herdade da Maroteira,Alicante Bouschet,Alentejano,Portugal,,4.19,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Vintage Port,Taylor's,Touriga Franca,Porto,Portugal,,4.59,,Dessert/Port,Very full-bodied,Low,"['Beef', 'Sweet Dessert', 'Soft Cheese']"
Quinta dos Murças Reserva Douro,Esporão,Tinta Barroca,Douro,Portugal,,4.3,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Syrah,Cortes de Cima,Syrah/Shiraz,Alentejano,Portugal,,4.11,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Douro Redoma Tinto,Niepoort,Tinta Amarela,Douro,Portugal,,4.13,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Tinto,Quinta da Romaneira,Touriga Franca,Douro,Portugal,,4.17,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Douro Reserva Red,Quinta do Portal,Touriga Nacional,Douro,Portugal,,4.05,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Baga Reserva,Marquês de Marialva,Baga,Bairrada,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Quinta da Leda Vinha da Ribeira Douro,Casa Ferreirinha,Touriga Nacional,Douro,Portugal,,4.44,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Primeiras Vinhas Alvarinho,Soalheiro,Alvarinho,Monção e Melgaço,Portugal,,4.18,,White,Very light-bodied,High,"['Shellfish', 'Vegetarian', 'Appetizer', 'Snack']"
Península de Setúbal Palácio da Bacalhôa Tinto,Bacalhôa,Cabernet Sauvignon,Setúbal,Portugal,,4.38,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Colheita Port,Burmester,Tinta Barroca,Porto,Portugal,,4.36,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Invisível Aragonez,Ervideira,Aragonez,Alentejano,Portugal,,4.14,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Lago Cerqueira Vibrant & Aromatic Rosé,Salvador,Vinhão,Minho,Portugal,,4.03,,Rosé,Medium-bodied,Medium,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Syrah Reserva,Casa Ermelinda Freitas,Syrah/Shiraz,Península de Setúbal,Portugal,,4.13,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Quinta da Gaivosa Tinto,Alves de Sousa,Tinta Roriz,Douro,Portugal,,4.36,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Late Bottled Vintage Port,Warre's,Touriga Nacional,Porto,Portugal,,4.21,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Douro Redoma Branco,Niepoort,Rabigato,Douro,Portugal,,4.13,,White,Light-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat']"
Douro Pintas Character Tinto,Wine & Soul,Touriga Nacional,Douro,Portugal,,4.24,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Vinha das Romãs Tinto,Monte da Ravasqueira,Syrah/Shiraz,Alentejano,Portugal,,4.07,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Incógnito,Cortes de Cima,Syrah/Shiraz,Alentejano,Portugal,,4.57,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Julian Reynolds Grande Reserva,Reynolds Wine Growers,Syrah/Shiraz,Alentejo,Portugal,,4.2,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Tinto,Pêra Grave,Touriga Nacional,Alentejano,Portugal,,4.07,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Bafarela Grande Reserva,Brites Aguiar,Touriga Nacional,Douro,Portugal,,4.23,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Valentina Reserva Signature,Casa Ermelinda Freitas,Syrah/Shiraz,Península de Setúbal,Portugal,,4.01,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Reserva Tinto,CARM,Touriga Nacional,Douro Superior,Portugal,,4.02,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
20 Year Old Tawny Port,Taylor's,Touriga Nacional,Porto,Portugal,,4.31,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Dona Antonia Porto Reserva Tawny,Porto Ferreira,Touriga Nacional,Porto,Portugal,,4.02,,Dessert/Port,Very full-bodied,High,"['Appetizer', 'Sweet Dessert', 'Blue Cheese']"
Douro Batuta Tinto,Niepoort,Tinta Roriz,Douro,Portugal,,4.45,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Tinto,Quinta Vale D. Maria,Sousão,Douro,Portugal,,4.38,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
